title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types
Furama RiverFront,"The hotel is in a good location thats near the bus and the train. However, the rooms are really old and I've found old stains on the bedding and on the shower curtains even after housekeeping. Would much rather spend the same amount of money for a better hotel. The 4 stars don't meet the expected level of standard",False,False,"Hello, Ryan!

Thank you for taking time to leave us a review about your recent stay with us. We have noted your feedback about the cleanliness of our hotel, and the other amenities we offer our guests. We are sincerely sorry about your frustrating experience and rest assured that we have taken your feedback very seriously as an opportunity for improvement. 
Our goal at Furama is to uphold the best standards and we apologize that this did not meet your expectations. I hope that we’ll have a chance again to serve you a better stay in the future.
Warm regards,
Mae Tan
Guest Engagement Manager
",Hotel,0,1.0,not spam,bad,ChIJzd9lsXcZ2jERXheJEyUMnpM,https://maps.google.com/?cid=10636952723276765022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Hong Lim Market & Food Centre,I try to avoid eating at Hong Lim because of the low flying pigeons within the hawker centre. They crowd around the tray return area too. Don't need their saliva or poop to add flavor to my food. Food is getting quite expensive too. Might as well eat at an air-conditioned bird-free food court. Pigeons are the death of hawker culture.,False,True,,Hawker center,0,1.0,not spam,bad,ChIJRwKzawsZ2jERKxpszLl54EU,https://maps.google.com/?cid=5035158222305761835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"tourist_attraction, market, restaurant, food, point_of_interest, establishment"
Hong Lim Market & Food Centre,"Food tastes like medicine and smells like cockroaches, price pretty expensive for this place. pigeons all over the place.

Never coming back.",False,False,,Hawker center,0,1.0,not spam,bad,ChIJRwKzawsZ2jERKxpszLl54EU,https://maps.google.com/?cid=5035158222305761835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"tourist_attraction, market, restaurant, food, point_of_interest, establishment"
Tiong Bahru MRT Station (EW17),Lift no. 1 has not been cleaned since last year. There's a foul smell probably from urine. Disgusting.,False,True,,Railway services,0,1.0,not spam,bad,ChIJh5-QyX4Z2jER6AS12kg9wwM,https://maps.google.com/?cid=271127785688597736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Tiong Bahru MRT Station (EW17),Crowded but tiong bahru plaza got some nice food,False,True,,Railway services,0,1.0,not spam,good,ChIJh5-QyX4Z2jER6AS12kg9wwM,https://maps.google.com/?cid=271127785688597736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Holiday Inn Singapore Atrium by IHG,"Despite traveling with a young child and a toddler in sweltering heat, my request to check in just one hour earlier than the standard time was flatly denied. This lack of flexibility and empathy is not what I expect from a five-star establishment that claims to prioritize guest comfort and service excellence.
I chose your hotel expecting a premium experience, but this incident fell far short of that
my kid need to be privileged to stay here or else?
====================
Dear Mia,
Many thanks for your message.
I read the response and so far you are redirecting the issue to room availability, which was not the core concern of mine.
I need to pay 1/2 day price if I want to check in 1-HOUR EARLIER, that was what your PROFESSIONAL team really said to me, they are so careful that even referencing brand policy to me - that really WOW me bth.
If I go alone, fine I shall not spill a word. a toddler deserved to be waited outside of so-called prestige hotel everthing paid? Ridiculously.",False,False,"Dear Ha Thuy Nguyen,

Thank you for your reply. If it's convenient, could you reach us at dutymanager.sinhi@ihg.com? We’d like to learn more about your experience. 

Sincerely,
Mia
Hotel Manager",Hotel,0,1.0,not spam,bad,ChIJD61Z2XcZ2jERdnvmimcagTY,https://maps.google.com/?cid=3927449382058097526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, event_venue, lodging, point_of_interest, establishment"
Holiday Inn Singapore Atrium by IHG,"We travelled as a family with a young child, and the experience was absolutely disappointing for several reasons:

Terrible service at breakfast: The chef's behaviour was shockingly rude and biased. Despite raising a complaint, no corrective action was taken.

Chaotic breakfast environment: It was consistently overcrowded, clearly understaffed, and no one seemed to be managing the situation.

Outdated facilities: Many areas felt neglected and in need of refurbishment.

Lack of basic amenities: Not enough towels were provided in the room, and repeated requests were ignored.

Empty promises from reception: We were assured that reward points (5000) would be added due to the inconvenience caused, but nothing ever came through.

Overall, the lack of care and poor management made this an unpleasant stay. I would not recommend this hotel for family travel.",False,False,,Hotel,0,1.0,not spam,bad,ChIJD61Z2XcZ2jERdnvmimcagTY,https://maps.google.com/?cid=3927449382058097526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, event_venue, lodging, point_of_interest, establishment"
"Four Points by Sheraton Singapore, Riverview","Disappointed with the Stay and Service – Not What I Expected from a Sheraton Brand

This was my first time staying at Four Points by Sheraton, and unfortunately, the experience didn’t meet expectations.

Upon check-in, I was given a very small room where the bed was placed right next to the main door. I could hear footsteps and doors slamming from the corridor clearly, which made it hard to relax or sleep well. After 2 nights, I requested a room change since I had a 5 night stay. Only then did I realize there were other room types with a small walkway before reaching the bed — a much better layout in terms of comfort and privacy.

However, the new room had a strong smoke smell, likely left behind by a previous guest who smoked. I was too exhausted to request another room again, so I asked for an air purifier instead.

The next day, I gave my feedback through the messaging feature in the Bonvoy app. The duty manager replied and asked me to approach them at the front desk. As I returned late that night, I could only speak to the front desk the following morning. Unfortunately, the manager I spoke to was dismissive and unprofessional. He insisted there was no smoke smell — this is after I had run the air purifier at full blast for 12 hours. What upset me the most was the way he handled the situation, he tried to argue with me rather than acknowledging the issue. That kind of attitude is unacceptable, especially for a hospitality brand under Marriott.

Overall, I expected much better service and responsiveness. While the second room was more comfortable in layout, the smoke smell and poor customer service really ruined my impression of this property.",False,True,,Hotel,0,1.0,not spam,bad,ChIJsQwdhJ0Z2jERKONZRyuGDOo,https://maps.google.com/?cid=16865002225034453800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
"Four Points by Sheraton Singapore, Riverview","The people working on the front desk were absolutely horrible. I asked them to put my bags in my room when it got available, they never did. When we arrived I saw my bags in the lobby without supervision, I was shocked I then asked to have them moved and they said ok, I waited for 30 minutes and no one moved them, my wife really needed her bag and they did not care. I came back down to see them talking and playing around and when they saw me they started to get to work and tried to act like they’re working. When I tried to pick up my bag and do it myself they had the audacity to stop me and say we have to check with the front desk if it’s yours and it was the only one left and I’ve called multiple times for it. Just goes to show the lack of communication between everyone. Horrible service, rooms were nice. Location was good.",False,True,,Hotel,0,1.0,not spam,bad,ChIJsQwdhJ0Z2jERKONZRyuGDOo,https://maps.google.com/?cid=16865002225034453800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
People's Park Complex,Portion big but tasteless. Price is ok $5.50 for pig tail noodles soup. Hawker attitude is bad also. Wont order again.,False,True,,Shopping mall,0,1.0,not spam,bad,ChIJUbBZdnMZ2jERwGxmDy7DZg0,https://maps.google.com/?cid=965673772711832768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
People's Park Complex,"It's just a massage place now and I felt like stepping in to another time zone,it's basically another mini version of China",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJUbBZdnMZ2jERwGxmDy7DZg0,https://maps.google.com/?cid=965673772711832768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Maxwell MRT Station (TE18),"I encountered a very unpleasant experience with Maxwell SMRT passenger service today 19 August 2025. I have forgot to bring wallet for the first time and my ezlink card was negative in value. Checked my bag and gals to find some coins amounting to about $3. I approached the Maxwell passenger service officer to find out if I could use the coins or top up or I could paynow them $10 in exchange for $10 cash so that I can top up my ezlink card. The officer approached his manager and came back with the manager saying that they couldn't help me with a Stony face. He directed me to go Chinatown MRT passenger service for help. I asked him what is the reason Chinatow MRT passenger service is able to help me but Maxwell station can't help.  He and his manager couldnt answer me but simply tell me that they can't help. He the further asked me to use my credit card but I told them I didn't bring my wallet. They are trying to brush me off and not giving any advise in my desperate situation. I ended up have to go to a stranger to help with exchanging paynow money to cash, and finally able to top up my ezlink card and go home. I wonder why my coins can be used to top up my ezlink card in this helpless situation and no assistance was provided? Aren't coins money too?",False,False,,Suburban train line,0,1.0,not spam,bad,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Maxwell MRT Station (TE18),"Maxwell MRT nowadays Aircon not cold especially with current weather and also never improved, Very smelly and dirty toilet, no ventilation at all, PSC have to do something, horrible",False,False,,Suburban train line,0,1.0,not spam,bad,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
SGH Block 5,"i was at your clinic at Clinic H, it was 5.30pm.As i approached the self payment and o wanted to check if medisafe deduction will be applied to my payment. I approached the payment counter and there were 5 staff grouping and chatting, when i wanted to make an enquiry they told me to approach the clinic for help
I have never came across such rude and unhelpful staff especially for these women who are working for a hospital.Disgraceful.",False,True,,Hospital department,0,1.0,not spam,bad,ChIJyxSm-m8Z2jER-vEzmg4tshM,https://maps.google.com/?cid=1419246373315015162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"health, point_of_interest, establishment"
SGH Block 5,"Terribly long waiting time even with appointment. Had to wait 6-7 hours for ultrasound and pre assessment for biopsy. Requests were not taken seriously and responsibly. Doctor only suggested some treatment but did not bother to explain in detail just asking if you wish to go ahead or not. Felt like not much choice except to go ahead to see if will help with my conditions.
Bad experience during biopsy when I felt like the veins on my arm nearly bursting and whole arm turned purplish black and painful when they tried to take blood pressure, no kidding. Had been to few hospitals before and never had to endure that kind of treatment. While waiting outside at surgery ward can also hear the commotion inside was very noisy like a wet market. It's unprofessional and scary.
After feedback via patient feedback form they only called and said will do better and didn't seem very apologetic about what had happened. Not sure if their QSM knew about the feedback.
Seems like trying to cover up for their colleagues.
Very bad experience , not recommended to pay more as private patient and get frustration, inconvenience and disappointment in return. If given a choice in future will not return.",False,True,,Hospital department,0,1.0,not spam,bad,ChIJyxSm-m8Z2jER-vEzmg4tshM,https://maps.google.com/?cid=1419246373315015162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"health, point_of_interest, establishment"
UE Square,"The men's  toilet on the 1st floor just outside building infront of the elevator walk way, between Park Ave. One of the cubicle was always lock without reason? There is only 2 cubicles inside , already not enough for the staff to used. Sometimes during emergency you can't rush for another toilet, pls look into it for it to be a friendly building.  Thks",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJ1aJWIZ8Z2jERTCHI96-9fNQ,https://maps.google.com/?cid=15311321396626858316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment"
UE Square,"The guard house is dysfunctional without any communication skills. Do not recommend to live here. (Plus they have COLD water Jacuzzi, which is such a joke)",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJ1aJWIZ8Z2jERTCHI96-9fNQ,https://maps.google.com/?cid=15311321396626858316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment"
New Bahru,"Very poor management of this place, creating traffic jams  in the street with no proper traffic management in place, contractors unloading/ loading at night, illegally parked on the street creating noise nuisance in a residential area. Feedback has been given many times, their response always full of promises that are never kept",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJlwOQpJ4Z2jER5EGYnv1VcvE,https://maps.google.com/?cid=17398062858261512676&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
New Bahru,"I'm writing this Google review to warn people about the New Bahru location. There is literally no hype, and it's not really a good location. It's not accessible by public transport, and the cafes there all buy their food from cold storage. This place is for car drivers only, and the fact that it's so inaccessible means that it's not very accessible for locals either. It seems to be geared more towards expatriates and not really a Singapore local thing. Not to mention it feels like management is not doing anything about this feedback, as evidenced by the many customer reviews sharing the same complaints.

Also, most of the people here seem to use their clout to make employees put their shopping baskets back for them. It's not a Singaporean thing to treat staff this way.

Furthermore, there was an interesting gender imbalance in behavior when it came to cashiers. Female customers seemed insecure to let the younger ones serve them and blamed the young ones for working while they were with their partners.

Moreover, there are also many male customers who mistreat the female staff when they are working there. Not only are they not patient, but they also blame us for the price difference in the different shops where we spend money. To add insult to injury, they keep asking for weird items like birth control and discounts.

There are also all kinds of maintenance issues, like water leaks and air conditioning issues.

Plus, the radio is too loud. If I were a local resident, I don't think I'd be able to get a good night's sleep at night because of the noise and building maintenance issues.

If you're not in a car, then this is not the place for you. I highly recommend not making a special trip here, especially not as a local.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJlwOQpJ4Z2jER5EGYnv1VcvE,https://maps.google.com/?cid=17398062858261512676&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
JUMBO Seafood - Riverside Point,"The service from the managers was beyond terrible. This was the first restaurant I visited in Singapore, and they completely ruined my experience. I ordered 2 jumbo crabs, 2 beers, 1 cereal shrimp, and 1 fried rice, but I had to wait over an hour just to get the crabs. To make things worse, customers who arrived 40 minutes after us were served before we even got our food.
Especially, one guy in the grey uniform was shockingly rude—no apology, no explanation, nothing. I spent over $300 here, and all I got in return was frustration and anger. No apology, no excuse, and not even the slightest gesture of compensation.
I strongly advise everyone to avoid this branch of Jumbo Seafood. Go to any other location, because this one is absolutely the worst restaurant I’ve ever been to.",False,False,We appreciate you taking the time to share such a detailed review about your recent experience. We are disheartened to hear about what happened. We would like to take the opportunity to speak with you further regarding your visit. Would you please reach out to us at feedback@jumbogroup.com.sg? We look forward to hearing from you. ,Seafood restaurant,0,1.0,not spam,bad,ChIJ5T8-VXUZ2jERMpGzIj6L2ts,https://maps.google.com/?cid=15842127738215567666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"seafood_restaurant, restaurant, food, point_of_interest, establishment"
JUMBO Seafood - Riverside Point,"During my long-awaited birthday month, I went to that famous chili crab restaurant with my colleagues. We were completely disappointed—it turned out to be a terrible lunch. The chili crab was already cold when it was served, barely lukewarm, and the other dishes weren’t any better. This was far from an amazing experience. I was shocked by how bad it tasted. How could it be worse than simple stir-fried dishes from a hawker stall? Omg...I deserve better chili crab than this!",False,False,We appreciate you taking the time to share such a detailed review about your recent experience. We are disheartened to hear about what happened. We would like to take the opportunity to speak with you further regarding your visit. Would you please reach out to us at feedback@jumbogroup.com.sg? We look forward to hearing from you. ,Seafood restaurant,0,1.0,not spam,bad,ChIJ5T8-VXUZ2jERMpGzIj6L2ts,https://maps.google.com/?cid=15842127738215567666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"seafood_restaurant, restaurant, food, point_of_interest, establishment"
Merlion Park,Very basic and no sitting arrangements for the tourists,False,True,,Park,0,1.0,not spam,bad,ChIJBTYg1g4Z2jERp_MBbu5erWY,https://maps.google.com/?cid=7398674140980442023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, tourist_attraction, point_of_interest, establishment"
Merlion Park,"It is the symbol of Singapore, but while the monument and the view are interesting to see, the overcrowding around the site is unbearable.
If you don't want to end up with a horde of tourists just off the bus, and wanting to take a special social media photo, choose an early morning schedule.
Finding yourself next to people jostling to take a photo of a person with their mouth open, with the Merlion jet of water behind them. What a pleasure!
It reminds me of the Louvre, with the people who are content with a selfie with the Mona Lisa, without taking the time to contemplate the painting. An aberration!",False,True,,Park,0,1.0,not spam,bad,ChIJBTYg1g4Z2jERp_MBbu5erWY,https://maps.google.com/?cid=7398674140980442023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, tourist_attraction, point_of_interest, establishment"
Marina Square,The staff of this shop will very rude and had attitude problem. My boy just only touch the toy only and got said by the staff for no reason at all. So think twice when wanna enter to this shop,False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ9UKUtjsZ2jER-VszUURb3LI,https://maps.google.com/?cid=12888276582605741049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Marina Square,"At Wings of Art 2025, which runs from Jun 25 to Jul 1 at Marina Square. I arrived 12pm on 30 June, but the event is not opened to public at all. Ask the volunteers what time open, give me a very blur look, What a freaking waste of time, parking fee and  petrol 👏🏼",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ9UKUtjsZ2jER-VszUURb3LI,https://maps.google.com/?cid=12888276582605741049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Sands Expo & Convention Centre,"I went to many concerts in Singapore. This is the worst place to hold a concert.
I paid $232 for this view. Photo was taken base on my eye level. Stage blocked and all the led screen blocked.
Aircon was very bad too, hot throughout the concert.
First and last time here.",False,False,,Convention center,0,1.0,not spam,bad,ChIJLVQTqQUZ2jERNSyXbiCto4E,https://maps.google.com/?cid=9341500406902500405&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"convention_center, event_venue, point_of_interest, establishment"
Sands Expo & Convention Centre,"Not exactly pet friendly!! We were there during the pet expo.. While staffs are really friendly and helpful, but lack of grass patches near building!! During e pet expo, multiple pet toilets are provided, but only good if your pets are pee pad trained!! They should at least provide artificial grass area!! Saw many dogs pee outside concrete flooring outside e building after failed to find grass patches as they cannot hold anymore!!  If organizer still want to run another pet event, pls make sure there are artificial grass outside the building, can always run a hose to wash off the pee and provide a rubbish bin to throw poo or rubbish besides grass patches!!",False,True,,Convention center,0,1.0,not spam,bad,ChIJLVQTqQUZ2jERNSyXbiCto4E,https://maps.google.com/?cid=9341500406902500405&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"convention_center, event_venue, point_of_interest, establishment"
Orchard mrt,"There was a man selling beef noodles in the station. He offered some to me and when I said no, he tied me up and put a magic spell on me and I became a cow, then, he made me into beef noodles. Not  fun.",False,False,,Suburban train line,0,1.0,not spam,bad,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Orchard mrt,"There are many fancy stores around Orchard Station, but there are no trash cans at the station l, sorry not sorry.",False,True,,Suburban train line,0,1.0,not spam,bad,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Marina Bay Sands Singapore,"Thanks guys. You guys don’t even take care of your workers- a relative of mine who has been working for your company as a cleaner for almost 8 years has just been told by his supervisor that because he’s “sick” which he isn’t, he was told he had no job when he turned up to work, and not even given a formal letter of termination. He was told that he would be contacted by HR on Monday which is astonishing. We’ve contacted your front desk and from what we’ve been told, HR is on it but we don’t know when we’ll be called. We have contacted MOM about this because the situation is beyond unfair- this is a man who’s elderly and who is getting his eye fixed. He’s not blind or sick. This smacks of unfair termination, and his supervisor should’ve gone through the right channels and or tried to help him. He knows that his only issue is his diabetes which doesn’t make him ill. Well, we hope that the Hr will get back as soon as possible. Either way, we have contacted MOM about this unfair treatment and we hope that this issue can be solved soon. Imagine doing this to an elderly person who has worked hard for your company for ages, is always early and makes sure he’s on time. This is awful.",False,True,,Hotel,0,1.0,not spam,bad,ChIJA5LATO4Z2jER111V-v6abAI,https://maps.google.com/?cid=174684905472875991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"hotel, tourist_attraction, lodging, restaurant, food, point_of_interest, establishment"
Merlion,"Very bad branch the agent they don’t like to work they just lazy.
Where the pizza hut manager for this branch
I am just coming before 12 Am and the said the will not take the order which is very bad and not acceptable very bad situation which I am just ravening next of the branch in the Cordis Hotel.",False,False,,Fountain,0,1.0,not spam,bad,ChIJ29omWQgZ2jEROEz2yZFzQp8,https://maps.google.com/?cid=11475861870489259064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"tourist_attraction, park, point_of_interest, establishment"
Merlion,"once, there was another merlion which looked a lot sexier, but they chose to keep this pig-with-canines version. and so many people are trying to eat her vomit these days it’s hilarious and sad at the same time.",False,True,,Fountain,0,1.0,not spam,bad,ChIJ29omWQgZ2jEROEz2yZFzQp8,https://maps.google.com/?cid=11475861870489259064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"tourist_attraction, park, point_of_interest, establishment"
Shangri-La Singapore,"Attended my buddies wedding last night
Food was hand down one of the best wedding reception dinnner I’ve had

Service though, it was the worse. Had 2 cups of tea and 3 glasses of red wine. 2 times I had to ask the waiter to help the table refill ALL their glasses. I can give the benefit of the doubt not to refill alcohol, but Tea and water??! All the glasses were empty for most parts of the night",False,True,"Dear Property Buddies,

Thank you for sharing your feedback with us. We’re delighted to hear that you enjoyed the food at your friend's wedding reception.

However, I’m truly sorry to hear that the service did not meet your expectations, especially with regards to drink refills. This falls short of the seamless and attentive experience we aim to deliver, and I have shared your comments with our team for immediate attention and improvement.

We appreciate your honest insights and hope to have the opportunity to provide you with a fully exceptional experience in the future.

Best regards,
Stephan Kapek
General Manager",Hotel,0,1.0,not spam,bad,ChIJXU9FcvQZ2jERiz8HeaqV70E,https://maps.google.com/?cid=4751180691306659723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"hotel, lodging, point_of_interest, establishment"
Shangri-La Singapore,"Seriously gone downhill since last year. Multiple issues with booking, restaurants and room availability. Room service takes over an hour with no apology from staff. We always showed up to the restaurants and were told we had no booking despite it being co firmed by staff multiple times. For a 5* hotel this is a complete waste of money - much better value Hyatt. Also this 20$ granola bowl is like leftover rabbit food lol",False,False,"Dear Thomas,

Thank you for sharing your candid feedback. I’m very sorry to hear about the disappointing experience during your recent visit, especially as a returning guest.

Your comments on booking issues, delayed room service, and restaurant reservations not being honoured are concerning, and not reflective of the service standards we strive to uphold. I’ve shared your feedback with the relevant teams for immediate review and improvement.

I do hope we’ll have a chance to welcome you back in the future, with an experience more aligned with the signature Asian hospitality we are known for.

Best regards,
Stephan Kapek
General Manager",Hotel,0,1.0,not spam,bad,ChIJXU9FcvQZ2jERiz8HeaqV70E,https://maps.google.com/?cid=4751180691306659723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"hotel, lodging, point_of_interest, establishment"
Gardens by the Bay,"I visited on July 8, 2025 — honestly, it was one of the most underwhelming places I’ve been to. Not worth the money at all. You can see similar gardens for free in many other countries.",False,False,,Garden,0,1.0,not spam,bad,ChIJMxZ-kwQZ2jERdsqftXeWCWI,https://maps.google.com/?cid=7064342931399756406&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"garden, botanical_garden, tourist_attraction, park, point_of_interest, establishment"
Gardens by the Bay,"The Gardens by the Bay are absolutely stunning and worthy of its status as a top ten attraction in the world. The attention to detail is exceptional and although entrance fees to the Cloud Forest and Skyway are a little steep, they are worth the money for a truly memorable experience. The Skyway in particular affords stunning vistas across the gardens to the Marina Bay Sands and city beyond, and I’m so pleased I finally got to experience this wonderful oasis. So why the 1 star rating? The ongoing messages about conservation and the environment in general throughout the gardens highlighted by a video presentation in the Cloud Forest are prevalent, but I noticed I couldn’t find a single recycling bin anywhere, and that really got me annoyed. Lift your game Gardens by the Bay, and don’t expect your push for conservation to be taken seriously if you don’t assist by setting the example. Very poor form indeed.",False,True,,Garden,0,1.0,not spam,bad,ChIJMxZ-kwQZ2jERdsqftXeWCWI,https://maps.google.com/?cid=7064342931399756406&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"garden, botanical_garden, tourist_attraction, park, point_of_interest, establishment"
Raffles City,"Please train your carpark staffs properly. If car park is full, just say it full. Don’t tell drivers to try the other entrance. It is wasting everyone time and make it difficult to go to another building once in the wrong lane in a heavy traffic condition",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJ5QaXI4kZ2jER6yB_aFocFMw,https://maps.google.com/?cid=14705409857897308395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Raffles City,a mall located in the CBD yet dont even have information counter / map? maybe there is one but it is just very hard to find. 😡🤬 easily lost in level 1 area here multiple times just trying to navigate the way.,False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ5QaXI4kZ2jER6yB_aFocFMw,https://maps.google.com/?cid=14705409857897308395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
