title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label
Keppel Club,"Just finished the Jurassic Park adventure with Keppel club, amazing set up and it was so Funtastic!

We had a social OSOK Golf Community Tournament in June 2025
Amazing service by Evelyn even though we have only 2-3 flights. She is fast in her follow up, sincere and always look out for our team. Kudos Evelyn and team, keep it up! 👍",FALSE,TRUE,,Country club,0,5,not spam,good,ChIJ2QdCQegb2jERpeuye8JoFDw,https://maps.google.com/?cid=4329200326318156709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"tourist_attraction, golf_course, athletic_field, sports_club, sports_activity_location, restaurant, food, point_of_interest, establishment",positive_review
KFF Badminton Arena,Fantastic place for badminton. Lighting is good and well ventilated with ample waiting/sitting area. Water cooler and toilets are clean. Parking spaces available.,FALSE,TRUE,,Arena,0,5,not spam,good,ChIJZeUMXQAZ2jERJlPsHB4fyNA,https://maps.google.com/?cid=15044308769425871654&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"arena, event_venue, point_of_interest, establishment",positive_review
Kim Keat Palm Market & Food Centre,"I like this hawker centre—the people and all the local food here. It's great that some hawkers keep prices low for the neighborhood. For example, at Lai Heng Economical Rice, you get two veggies and a meat for $2.50, and it tastes just like home. Plus, I always go to Jia Wei Prawn Noodles for their dry noodles with that amazing rich soup, home-cooked lard, chili, and shallot oil. And the lady boss remembers everyone! It's the familiarity that makes it special.",FALSE,FALSE,,Hawker center,0,5,not spam,good,ChIJ410Ar3oX2jERATqJiwgW658,https://maps.google.com/?cid=11523328297514121729&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"food_court, market, restaurant, food, point_of_interest, establishment",positive_review
KINEX,"I had a great experience at the Burger King outlet in KINEX! The place was clean, spacious, and comfortable for dining in. The staff were friendly and efficient, even during the busy lunch hour. I ordered the Beef Burger and it was delicious—juicy, flavorful. The fries were fresh and crispy, and I also enjoyed the taro pie for dessert. Overall, this outlet really impressed me with its food quality and service. I’ll definitely be coming back!",FALSE,FALSE,,Shopping mall,0,5,not spam,good,ChIJYQPdBBcY2jERfCgwBWK0mp0,https://maps.google.com/?cid=11356587743454963836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"shopping_mall, point_of_interest, establishment",positive_review
Labrador Nature Reserve,"Went for a walk on Sunday evening and it turned out to be such a peaceful and relaxing time. The park was quiet, which made it even nicer. Caught the sunset while strolling and it was absolutely beautiful. The breeze, the calm vibes, and the golden light made the whole experience feel like a perfect little break from the city rush. Would definitely come back again for another slow evening walk.",FALSE,TRUE,,Nature preserve,0,5,not spam,good,ChIJoy3rj-sb2jERA_wMVazFAiI,https://maps.google.com/?cid=2450738491194932227&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, point_of_interest, establishment",positive_review
Labrador Nature Reserve,"My wife and I went for a jog from our place all the way to the beautiful Labrador Nature Reserve, and it was an incredible experience. The moment we arrived, we were surrounded by lush greenery on one side and the calming sea on the other truly a breathtaking contrast that made the jog even more rewarding.

What makes this spot even more special is the view of the Singapore Cable Car gliding smoothly across the sky in the distance, adding a touch of charm to the already stunning scenery. Whether you’re looking for a peaceful walk, a scenic jog, or just a relaxing time with nature, Labrador Nature Reserve is definitely worth the visit.",FALSE,TRUE,,Nature preserve,0,5,not spam,good,ChIJoy3rj-sb2jERA_wMVazFAiI,https://maps.google.com/?cid=2450738491194932227&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, point_of_interest, establishment",positive_review
Lucky Plaza,"All 6 floors of Lucky plaza offer a wide variety of shops. Barbers, restaurants, tattoo artists, thrift stores, tourist stores. All at an unbelievably cheap price, clothes range from as low as $1 to $10. Come here for all sorts of affordable amenities.

Most of Lucky plaza is targeted towards women in terms of apperal, however in the top floor you can find a lot of hidden thrift stores which still are majority female clothing but there are some nice men's clothing for a cheap price",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJ6xFibZIZ2jERlMTu3Bo6a9c,https://maps.google.com/?cid=15522564427712742548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",positive_review
LUGGME Luggage Delivery,"SD$28 for large suitcase and $26 for small (i think) they took our luggage from the port to the airport, same day delivery. We had a great time looking around Singapore on our last day without worries and luggage free! They arrived on time, all luggage on a trolley,  they send and email throughout the service and WhatsApp communication as well. What a great service! Highly recommend 👌",FALSE,TRUE,,Delivery service,0,5,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5,"storage, point_of_interest, establishment",positive_review
LUGGME Luggage Delivery,Very comfortable service and good acces to the port!!,FALSE,FALSE,,Delivery service,0,5,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5,"storage, point_of_interest, establishment",positive_review
LUGGME Luggage Delivery,"SD$28 for large suitcase and $26 for small (i think) they took our luggage from the port to the airport, same day delivery. We had a great time looking around Singapore on our last day without worries and luggage free! They arrived on time, all luggage on a trolley,  they send and email throughout the service and WhatsApp communication as well. What a great service! Highly recommend 👌",FALSE,TRUE,,Delivery service,0,5,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5,"storage, point_of_interest, establishment",positive_review
LUGGME Luggage Delivery,Very comfortable service and good acces to the port!!,FALSE,FALSE,,Delivery service,0,5,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5,"storage, point_of_interest, establishment",positive_review
Mandarin Gardens,"Mandarin Gardens is a large and well-established condominium complex known for its expansive open spaces and lush surroundings. It offers a wide range of recreational facilities beyond just a swimming pool — including multiple tennis courts and squash courts, a rare feature among condominiums.

Popular with expatriates, Mandarin Gardens is ideally located near East Coast Park and the beach, providing easy access to outdoor activities and a vibrant seaside lifestyle.
The property is also well-connected by a comprehensive bus network right at its doorstep, ensuring a smooth and convenient commute to other parts of Singapore.",FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJ64eWvKIi2jERqjmB7_qOOhQ,https://maps.google.com/?cid=1457634637818968490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"condominium_complex, apartment_complex, point_of_interest, establishment",positive_review
Mapletree Business City,"this is one of the best corporate office campus, companies like google, samsung, BNP with awesome nature and tourist attractions! and best food court facilities with variety of cusines and taste",FALSE,TRUE,,Business park,0,5,not spam,good,ChIJEY27wcEb2jERZ_Evi19g6-A,https://maps.google.com/?cid=16207153647496196455&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",positive_review
Marina Barrage,"Beautiful place to spend a few hours outdoors. The rooftop lawn is perfect for picnics, kite flying, or just enjoying the breeze and city skyline. It’s peaceful, family friendly, and offers a nice break from the busy city.

Beyond its charm, it also serves a practical purpose helping with flood control, keeping seawater out, and creating a freshwater reservoir that supports the city’s water needs. It’s impressive how it combines environmental sustainability with public space.",FALSE,TRUE,,Picnic ground,0,5,not spam,good,ChIJ50uIMa0Z2jER0cTt5fLaZt0,https://maps.google.com/?cid=15953679466781066449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"picnic_ground, tourist_attraction, point_of_interest, establishment",positive_review
Marina Bay Cruise Centre,"My 1st trip to RWS dream cruise with my mum.
Love it!Clean ,Aircon juz nice . Service is good from we step in and step out of Singapore.Service is good!
Enjoying my Dream cruise to the max!
Thank you!",FALSE,TRUE,,Bus stop,0,5,not spam,good,ChIJfyAOmiMZ2jERY-efsiKC7UM,https://maps.google.com/?cid=4894711455558920035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"bus_stop, transit_station, point_of_interest, establishment",positive_review
Marina Bay Cruise Centre Singapore,"A sleek, modern cruise terminal with excellent facilities. The check-in process is smooth, staff are helpful, and the space is bright and clean. It’s conveniently connected to Marina South Pier MRT (about a 5–10 minute walk), though the distance can be tiring with luggage.",FALSE,TRUE,,Cruise terminal,0,5,not spam,good,ChIJy2KCdQAZ2jERDJ2C7EAW7DY,https://maps.google.com/?cid=3957562640653524236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",positive_review
Marina Bay Sands Casino,"A very well maintained casino in Singapore. Winning is almost near to impossible. it has some impressive food options like the noodle place, Fat Choi and Blue pearl.  Overall a great place to spend money and see others winning.",FALSE,TRUE,,Casino,0,5,not spam,good,ChIJTzCCaz0Z2jERx_S17pyhem8,https://maps.google.com/?cid=8032910580760573127&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"casino, point_of_interest, establishment",positive_review
Marina Bay Sands Casino,"This is an absolutely massive casino! The interior is incredibly spacious with multiple floors and so much to explore. It was packed with people and full of energy — truly an exciting and unforgettable experience. Can’t wait to come back again!
🍀🍀😇🍀🍀",FALSE,TRUE,,Casino,0,5,not spam,good,ChIJTzCCaz0Z2jERx_S17pyhem8,https://maps.google.com/?cid=8032910580760573127&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"casino, point_of_interest, establishment",positive_review
Marina Bay Sands Singapore,"Marina Bay Sands is in a fantastic location, right in the heart of Singapore with easy access to shopping, restaurants, and attractions. The views from the hotel are incredible, especially from the famous infinity pool, which we enjoyed so much and also the friendly service for drinks and food!
The property offers a variety of dining options, high-end shops, a casino, and a connected mall that has everything you need.

Breakfast was excellent with a huge variety of choices, and I really enjoyed the afternoon tea as well. Our room was very spacious, very comfortable, and had everything we needed. The toiletries were high quality, and the room was kept very clean throughout our stay. The staff were very attentive at all times, concierge was so helpful. We felt welcome from start to finish.

It’s the kind of hotel where you can easily spend the whole day without leaving, but it’s also perfectly located for exploring the city. Overall, it was a wonderful stay!",FALSE,TRUE,,Hotel,0,5,not spam,good,ChIJA5LATO4Z2jER111V-v6abAI,https://maps.google.com/?cid=174684905472875991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"hotel, tourist_attraction, lodging, restaurant, food, point_of_interest, establishment",positive_review
Marina Bay Sands Singapore,"While Marina Bay Sands dazzles visitors with its luxury shopping, world-class restaurants, and breathtaking architecture, my lasting memory comes from a group often overlooked: the housekeeping team.

During what was otherwise a very difficult trip, these professionals became the highlight of my stay. The scale of their work is extraordinary—cleaning massive, high-tech rooms with meticulous precision, restocking coolers and amenities, and ensuring no detail is overlooked, all within tight time frames. As someone with severe OCD, I notice everything, and I was genuinely in awe.

One housekeeper, in particular, came to refill my ice bucket—something I didn’t even need—yet she bowed repeatedly and apologized as though she were inconveniencing me. Her humility and dedication were deeply touching. Later, another staff member surprised me with a vegan birthday cake, complete with a candle. I had forgotten it was even my birthday, but that thoughtful gesture nearly brought me to tears. It wasn’t just a dessert; it was a reminder that I was seen and valued.

In a hotel renowned for grandeur, it’s the quiet diligence of the housekeeping team that, in my view, forms the true backbone of Marina Bay Sands. They made me feel special, cared for, and genuinely welcome. I would return not just for the stunning rooms, but to personally thank and see these remarkable individuals again.

Thank you so much for this experience, it made my birthday trip.",FALSE,FALSE,,Hotel,0,5,not spam,good,ChIJA5LATO4Z2jER111V-v6abAI,https://maps.google.com/?cid=174684905472875991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"hotel, tourist_attraction, lodging, restaurant, food, point_of_interest, establishment",positive_review
Marina South Wharves,A great place to walking around and enjoying the sunset!,FALSE,TRUE,,Transportation service,0,5,not spam,good,ChIJ0dJ7HkMZ2jERUyGFZY6WYXI,https://maps.google.com/?cid=8242034331397464403&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",positive_review
Marina Square,"the whole place is very well cleaned and everything there is in working condition the shops are very good and the workers are very kind and respectful. the food there is also very good. a very nice place to walk around to shop and eat, especially with friends and family",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJ9UKUtjsZ2jER-VszUURb3LI,https://maps.google.com/?cid=12888276582605741049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",positive_review
Marine Cove,This place is amazing for those who want to give kid a place to have fun. I took the 196bus got here and went underpass then to the playground. I think its a best place for kids. It’s even with toilet for kids and nearby got mcdonalds,FALSE,TRUE,,Recreation center,0,5,not spam,good,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment",positive_review
Marine Cove Playground,"Marine Cove Playground is an absolute gem for families spending a day out at East Coast Park. The play area is massive and well thought out, with something for kids of all ages. The towering three-storey play structure with slides, bridges, and climbing nets really keeps the older kids busy, while the toddler-friendly sections offer gentler fun with sensory panels and smaller slides.

The space is open and well-maintained, with soft flooring for safety and enough shaded spots for parents to rest while keeping an eye on their little adventurers. Being just a short stroll from the beach makes it even more special—great for mixing playtime with a bit of sea breeze.

What’s also great is the nearby food options—grab breakfast or lunch at McDonald’s or one of the other eateries while the kids burn off energy. This playground really delivers as a complete family spot for a weekend outing.",FALSE,TRUE,,Playground,0,5,not spam,good,ChIJ4ShJI3YY2jERzwtLMJ7hQMg,https://maps.google.com/?cid=14429781275626376143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"playground, tourist_attraction, point_of_interest, establishment",positive_review
Marine Parade MRT Station (TE26),"Our family including our toddler has been waiting eagerly for this MRT Station on the Thomson-East Coast Park Line (TEL), and I’m so glad we got to be part of the Public Preview today before it officially goes into service on 23 June 2024! 🚝✨🇸🇬 The station is spacious and quite deep underground. Everything is so brand new. The trains ran smoothly despite the higher volume of passengers today. The toilets are fantastic. There are lifts in place for those that need it. Our 2-year-old had such a wonderful time tonight here at Marine Parade, thank you! 🙏🏻 This will bring about a whole new level of accessibility and convenience to this neighbourhood, and is well connected underground to many parts of Marine Parade including Parkway Parade.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJMUyhcAAZ2jERdWktil9Uhy4,https://maps.google.com/?cid=3352741216917481845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",positive_review
Marine Parade MRT Station (TE26),"The long wait is over! Incredibly happy that the Thomson East Coast Line (TEL) has finally arrived (exact date: 23 June 2024).

Its design is simple. Love the dark green colour scheme of the underground platform.

It has a big sheltered parking space for bicycles - cyclists rejoice!! Have not gone to all the new stations yet. I saw sheltered bicycle parking space at the Marine Terrace station too.

The station is situated just beside the Hawker Centre & McDonald’s, and is a few minutes walk to Parkway Parade.

Going to the beach from this station would take you around 10 min. Head towards the NTUC FairPrice at Marine Drive, and the underpass to the beach is right behind.

i12 is close by too - a few min walk if you exit from the right exit.

I’m beyond happy that the TEL is finally here in this part of our island 🫶🫶🫶",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJMUyhcAAZ2jERdWktil9Uhy4,https://maps.google.com/?cid=3352741216917481845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",positive_review
Marymount Centre,"The best children home I’ve been to, literally better than CSLMCH. This place has the best staff, I like aunty saroja and aunty kamala.
They cook the best food, and taught me to wash the toilet.
Top 1 best children home.
My social worker Ms Jessica and Ms Casmine are really nice and understanding.
Ms Rachel (the social worker) is my favourite staff. She’s the best staff I’ve ever met.",FALSE,FALSE,,Volunteer organization,0,5,not spam,good,ChIJXyS6-XEX2jERod6wnivtOYA,https://maps.google.com/?cid=9239676882129051297&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",positive_review
Marymount MRT Station (CC16),"very convenient for me with the connection of the circle line. this stations is very accessible and also helps me reach different places via the circle line, like Serangoon. marymount station is a good location for many to access too. everytime i can take the mrt and reach other places to eat with friends",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJ0087lXcX2jERja3SYAbb1L0,https://maps.google.com/?cid=13678798788671745421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",positive_review
Maxwell MRT Station (TE18),"Perfect station for access of Chinatown. Just steps away from the temple! Nice, new and shiny",FALSE,TRUE,,Suburban train line,0,5,not spam,good,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",positive_review
Maxwell MRT Station (TE18),Excellently located train station on the Thomson East Coast Line (brown colour). Right in the heart of the Central Business District. Well collected to many other stations on the line. Really clean and new a station with sufficient exits. Love that is just beside Maxwell Food Centre and the heart of Chinatown.,FALSE,TRUE,,Suburban train line,0,5,not spam,good,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",positive_review
MBFC Tower 3,"What a cool place, I love my office but whenever I’m at MBFC I know where the cool kids work. I was looking at some office space here and the view of the ocean is amazing. This is what success feels like. Excellently maintained modern beautiful building. Great amenities, very impressive location.",FALSE,TRUE,,Business center,0,5,not spam,good,ChIJj1FKMw4Z2jERUDz1GxgD08o,https://maps.google.com/?cid=14615028617830546512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",positive_review
McDonald's Marine Cove,"One of the more pleasant Macdonald's in Singapore with both indoor and outdoor seating. Wonderfully peaceful on a weekday morning but I suspect not so  during the weekends. Lots of active fitness people sitting outdoors while the less active ones take the interior seating. The food is typically Macdonald's, familiar and addictive. My go to Macdonald's whenever I need a french fries and burger fix.",FALSE,TRUE,,Fast food restaurant,0,5,not spam,good,ChIJQ3NeR3YY2jERyOYPup1L168,https://maps.google.com/?cid=12670679217433732808&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"fast_food_restaurant, restaurant, point_of_interest, food, establishment",positive_review
Merlion,"once, there was another merlion which looked a lot sexier, but they chose to keep this pig-with-canines version. and so many people are trying to eat her vomit these days it’s hilarious and sad at the same time.",FALSE,TRUE,,Fountain,0,1,not spam,bad,ChIJ29omWQgZ2jEROEz2yZFzQp8,https://maps.google.com/?cid=11475861870489259064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"tourist_attraction, park, point_of_interest, establishment",positive_review
Merlion,"A must go Iconic location at Singapore.  If you want to take a good photos, go there at the early morning.  During the evening, many tourists and not so east to get a good photo. But you can see a beautiful evening.",FALSE,TRUE,,Fountain,0,5,not spam,good,ChIJ29omWQgZ2jEROEz2yZFzQp8,https://maps.google.com/?cid=11475861870489259064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"tourist_attraction, park, point_of_interest, establishment",positive_review
Merlion,"Cool waterfall feature, busy to visit but we were not waiting around too long to get to the viewing platform to snap a few pics. Would recommend a visit if in Singapore - it's free to see and it's cool!",FALSE,TRUE,,Fountain,0,5,not spam,good,ChIJ29omWQgZ2jEROEz2yZFzQp8,https://maps.google.com/?cid=11475861870489259064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"tourist_attraction, park, point_of_interest, establishment",positive_review
Merlion Park,We went around 5 in the afternoon and the volume of tourists was so high luckily we were able to find a spot for picture taking. A dream come true. Another bucket list checked. You may rent a bicycle nearby to roam around the area. Truly amazing.,FALSE,TRUE,,Park,0,5,not spam,good,ChIJBTYg1g4Z2jERp_MBbu5erWY,https://maps.google.com/?cid=7398674140980442023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, tourist_attraction, point_of_interest, establishment",positive_review
Merlion Park,"Singapore's iconic spot. Very busy during the day. The views presented are stunning and even though it is busy you still get a beautiful view, just to sit quietly and enjoy the atmosphere. Walking Walking across the river and bridge looking from a distance is very beautiful.",FALSE,TRUE,,Park,0,5,not spam,good,ChIJBTYg1g4Z2jERp_MBbu5erWY,https://maps.google.com/?cid=7398674140980442023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, tourist_attraction, point_of_interest, establishment",positive_review
Meyer Mansion,"Classy & Morden.
Very nice 40M lap pool.
Friendly security & concierge.
Recommend a Vending machine at the club house to dispense Snack & Beverages as no nearby convenient shop",FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJo0ilEiIZ2jERixa9wWMLNzU,https://maps.google.com/?cid=3834546130809329291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",positive_review
Meyer Mansion,"Having stayed at Meyer Mansion for the past two weeks, I've found it to be a delightful retreat in the heart of Katong. As someone who's been immersed in real estate for 7 years, specializing in this area, I've come to appreciate the neighborhood's unique offerings.

One of the highlights is the proximity to East Coast Park, which has been perfect for my morning runs and evening walks. Being able to enjoy such natural beauty just a short distance away has been a wonderful perk of living here.

Katong itself is a treasure trove of culinary delights. From traditional Peranakan eateries to charming cafes, there's always something new to discover within walking distance. It's a neighborhood that effortlessly blends modern conveniences with its rich heritage.

Living at Meyer Mansion has allowed me to experience Katong's vibrant community firsthand. The area's blend of old-world charm and modern amenities creates a welcoming atmosphere that's both comforting and enriching.

Overall, Meyer Mansion has been a pleasant stay, offering not just a comfortable living space but also a glimpse into the laid-back yet lively Katong lifestyle.",FALSE,FALSE,,Condominium complex,0,5,not spam,good,ChIJo0ilEiIZ2jERixa9wWMLNzU,https://maps.google.com/?cid=3834546130809329291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",positive_review
Momentus Hotel Alexandra,"Just reviewing for more my aunt and uncle. They are happy with their room and the location which is close to a hawker center, a shopping center and loads of buses which takes you to everywhere.

My review is specific to the service that we experienced in the Club Lounge. Kudos, especially to Ivan, who was a gem. We were all impressed with his patience, knowledge, and  service. One guy did it all!",FALSE,TRUE,,Hotel,0,5,not spam,good,ChIJWzvWhoYb2jERkhHGbme6tmQ,https://maps.google.com/?cid=7257192802957005202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment",positive_review
Momentus Hotel Alexandra,Good service from the staff as the staff are cheerful n helpful. Shuttle bus to harbourfront & outram mrt provide convenience to the guests. Floating basket afternoon tea is good but the food could be in bite size so that we can eat it in the pool easily. Breakfast buffet is good too. Overall is a great experience for my family staycation,FALSE,FALSE,,Hotel,0,5,not spam,good,ChIJWzvWhoYb2jERkhHGbme6tmQ,https://maps.google.com/?cid=7257192802957005202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment",positive_review
Mount Elizabeth Hospital,"Review for Dr. Nicolas Kon – Mount Elizabeth Hospital, Singapore

We came to Mount Elizabeth Hospital in Singapore from Sri Lanka for my mother’s surgery for Trigeminal Neuralgia. From the very beginning, Dr. Nicolas Kon and his assistant made us feel completely at ease. We had no doubt we were in safe hands. Dr. Kon’s professionalism, compassion, and dedication went far beyond our expectations.

The surgery was a complete success, and we are so thankful for that. But what truly touched us was how deeply he cared, not just medically, but personally. After the surgery, my mom was a bit fussy with food and didn’t enjoy the meals we were finding in Singapore. Dr. Kon went out of his way to look up Sri Lankan food options himself — something no one would expect from a busy surgeon. It was such a kind and thoughtful gesture, and it meant the world to us.

He and his assistant made us feel like we were at home, even though we were far from it. We are truly grateful for everything he did. Dr. Kon is not only an outstanding doctor but a genuinely kind-hearted human being. We’ll never forget the care and comfort he gave our family during such a difficult time.",FALSE,FALSE,"Dear Sonali Liyanarachchi,

Thank you for your kind words of Dr. Nicolas Kon and team.
We’ll be sure to pass your message along to them.
We’re glad to have been part of your mom's care. 
Wishing your mom and your family continued good health.",Private hospital,0,5,not spam,good,ChIJnUpJWpIZ2jERhpsQCRE_2-M,https://maps.google.com/?cid=16418786208908352390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"hospital, health, point_of_interest, establishment",positive_review
