title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,Unnamed: 9,spam_label,sentiment_label,id,url,rating,types
Momentus Hotel Alexandra,"Just reviewing for more my aunt and uncle. They are happy with their room and the location which is close to a hawker center, a shopping center and loads of buses which takes you to everywhere.

My review is specific to the service that we experienced in the Club Lounge. Kudos, especially to Ivan, who was a gem. We were all impressed with his patience, knowledge, and  service. One guy did it all!",False,True,,Hotel,0,5,,not spam,good,ChIJWzvWhoYb2jERkhHGbme6tmQ,https://maps.google.com/?cid=7257192802957005202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Momentus Hotel Alexandra,Good service from the staff as the staff are cheerful n helpful. Shuttle bus to harbourfront & outram mrt provide convenience to the guests. Floating basket afternoon tea is good but the food could be in bite size so that we can eat it in the pool easily. Breakfast buffet is good too. Overall is a great experience for my family staycation,False,False,,Hotel,0,5,,not spam,good,ChIJWzvWhoYb2jERkhHGbme6tmQ,https://maps.google.com/?cid=7257192802957005202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Chinatown MRT Station (DT19),"Amazing location is the best feature of this station. Two lines, North East and Downtown connect here, above the station you have a choice of huge shopping malls. There is two McDonalds just nearby, tons of little Asian places, and it’s only few steps away from Chinatown. One station up and you are in Fort Canning park, 3 stations down and you are at the Bayfront. Can’t be any easier than that.",False,True,,Transportation service,0,5,,not spam,good,ChIJsxht-eEZ2jER1cl3Egt3Na4,https://maps.google.com/?cid=12553070425803311573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Chinatown MRT Station (DT19),"The MRT is the best way to get around the city—efficient, affordable, and well-connected. Several stations are conveniently located near major malls like Chinatown Point, OG, and People’s Park Complex, making it easy to combine shopping and sightseeing",False,True,,Transportation service,0,5,,not spam,good,ChIJsxht-eEZ2jER1cl3Egt3Na4,https://maps.google.com/?cid=12553070425803311573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Chinatown Point,"A lively Chinatown market, perfect for buying and capturing souvenirs.
It's the best place to shop for memorable gifts at great prices.
There were so many chains restaurants as well.",False,True,,Shopping mall,0,5,,not spam,good,ChIJBXC7TAsZ2jERdpAi-2uczMQ,https://maps.google.com/?cid=14180881314271629430&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Chinatown Point,"One of the must visit places when in Singapore, at least for a quick peak. Location is great being near a lot of street food, MRTs, stores and just a walkable place.

There’s quite a lot of restaurants, snacky food places, jewelry stores, clothing stores, a food court & supermarket on the basement floor, and there’s also a library on the highest floor. Mall is quite clean and can be busy in the later hours of the day or on weekends.",False,True,,Shopping mall,0,5,,not spam,good,ChIJBXC7TAsZ2jERdpAi-2uczMQ,https://maps.google.com/?cid=14180881314271629430&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
LUGGME Luggage Delivery,"SD$28 for large suitcase and $26 for small (i think) they took our luggage from the port to the airport, same day delivery. We had a great time looking around Singapore on our last day without worries and luggage free! They arrived on time, all luggage on a trolley,  they send and email throughout the service and WhatsApp communication as well. What a great service! Highly recommend 👌",False,True,,Delivery service,0,5,,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5.0,"storage, point_of_interest, establishment"
LUGGME Luggage Delivery,Very comfortable service and good acces to the port!!,False,False,,Delivery service,0,5,,not spam,good,ChIJPT7NfdcZ2jERhxDacwQAKU0,https://maps.google.com/?cid=5559975234089128071&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,5.0,"storage, point_of_interest, establishment"
Great World,"Great World City mall is undoubtedly a lesser-mentioned mall, but it has become much more accessible with the recent opening of the Great World MRT station and its direct link to the mall.
The mall itself has been upgraded with a modern design and has brought in many new and popular tenants that appeal to shoppers.

What really stands out is the unbelievable number of great restaurants on site, offering a wide variety of dining options. In addition, there are two supermarkets — CS Fresh and Meidi-ya — making it very convenient for grocery shopping.

Overall, it’s a great mall to visit — modern, well-connected, and full of good food and shopping choices.",False,True,,Shopping mall,0,5,,not spam,good,ChIJB14IQoMZ2jERyjiLXouuJe0,https://maps.google.com/?cid=17088256274737084618&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
Great World,"Great World is a well-maintained mall with a modern and spacious layout, making it a comfortable place to shop and dine. The mall offers a good mix of retail stores, restaurants, and entertainment options, including a FairPrice Finest and a Golden Village cinema.

With its clean and organized environment, it provides a pleasant shopping experience without the overwhelming crowds of other major malls. Whether you're here for groceries, a meal, or just to browse, it's a solid choice for a laid-back outing.",False,True,,Shopping mall,0,5,,not spam,good,ChIJB14IQoMZ2jERyjiLXouuJe0,https://maps.google.com/?cid=17088256274737084618&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
Outram Park MRT Station (EW16),"Outram is a busy station, especially essential who pple who visit SGH.

From EW line to NEL addition, now TEL makes it so busy and accessible.

Tip: As Outram is a huge interchange now.

If u want to go Orchard, take TEL to Orchard.

If to Jln Besar onwards, don't go to Bugis to change blue line. It will be a big loop. Take to Chinatown then blue line to Jln Besar.",False,True,,Railway services,0,5,,not spam,good,ChIJsXAyLJwZ2jERoLjZ8O1pN8I,https://maps.google.com/?cid=13994770837746071712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Outram Park MRT Station (EW16),"Thank you for friendly uncles who greets passengers every morning :) the station getz crowded, but these uncles never fail to be able to divert the crowd or give a nice simple greeting. Appreciate that. Also witness one of the uncles helping a lady who wasnt feeling well by giving her some ointment, a very caring action. Thank you for your service every day! 😄",False,True,,Railway services,0,5,,not spam,good,ChIJsXAyLJwZ2jERoLjZ8O1pN8I,https://maps.google.com/?cid=13994770837746071712&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Buddha Tooth Relic Temple,"This temple is absolutely stunning. From the detailed architecture on the outside to the rich golden interior, it is filled with peaceful energy. Every floor is worth exploring, especially the main hall, which leaves a strong impression.

There was no wait to enter, and the entire experience felt calm and respectful. The atmosphere is perfect for reflection and quiet appreciation.

I highly recommend visiting this temple when in Singapore. Even if you’re not Buddhist, the beauty and serenity of this place are truly remarkable.",False,True,,Buddhist temple,0,5,,not spam,good,ChIJ0bwmznIZ2jEREOCMNggtIBk,https://maps.google.com/?cid=1810496563501129744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"place_of_worship, point_of_interest, establishment"
Buddha Tooth Relic Temple,"A truly magnificent and serene experience.

The Buddha Tooth Relic Temple is an absolute must-visit in Singapore. The architecture is breathtaking, inspired by the Tang Dynasty, with stunning details and vibrant colors that make it a standout in Chinatown. It's not just a temple; it's a beautifully maintained museum and a place for quiet reflection.

Walking through the different floors, you can feel the sense of peace and history. The main hall with the huge Buddha statue is awe-inspiring, and the rooftop garden is a hidden gem—a tranquil escape from the city bustle, complete with a beautiful prayer wheel.

I highly recommend taking some time to explore all the levels and soak in the peaceful atmosphere. It's a wonderful cultural and spiritual experience that everyone, regardless of their background, can appreciate.",False,True,,Buddhist temple,0,5,,not spam,good,ChIJ0bwmznIZ2jEREOCMNggtIBk,https://maps.google.com/?cid=1810496563501129744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"place_of_worship, point_of_interest, establishment"
Furama RiverFront,"I booked courtyard theme room in Furama River front . This room is bigger with a outside sitout area with water and fish. Had direct access to pool from sitout. My family liked the room. The hospitality was nice from all the staff. Especially, Mr.Iskander and Mr.Faizal made it very special with exceptional care and hospitality. They were very friendly and gave us lots of tips to visit places in singapore since this was our 1st trip to country. I recommend Furama river front and everyone must talk to Me.Iskander and Mr.Faizal i would say .",False,False,,Hotel,0,5,,not spam,good,ChIJzd9lsXcZ2jERXheJEyUMnpM,https://maps.google.com/?cid=10636952723276765022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Furama RiverFront,"**Our First Experience with Little Hoteliers, Big Adventures**

We joined *Little Hoteliers, Big Adventures* for the first time—a one-day June holiday camp where children get to experience a fun-filled day of activities, carefully planned by the team.

Upon arrival, we were warmly greeted by the staff (Winnie and Mae), who made us feel welcome. My child enjoyed an hour of free play at the Waka Waka indoor playground before the event officially began.

The activities were well-structured and engaging, though time management could be slightly improved. My daughter loved making her own pizza and eating it for lunch afterward. Later, the group moved to the ground level, where the staff demonstrated how to check in at a hotel—a fun and interactive experience for the kids.

The highlight for my child was the slime-making session! It was her first time creating slime, and she was amazed by how much effort it required. She was especially thrilled to see such a large bubble slime—the smile and wonder on her face were priceless.

I’d also like to extend a **BIG thank you** for the surprise birthday cake for my daughter, whose birthday fell on the same day as the camp. She was completely surprised when everyone sang for her—it made her day extra special!

When I asked if she’d like to attend again next year, she immediately said, **“YES!”**

Thank you to the entire team for your hard work and dedication in making this holiday camp so memorable!",False,False,"Hi Evelyn Lee,

Thank you so much for your kind words! We're thrilled to hear that you and your daughter enjoyed Little Hoteliers, Big Adventures. It’s wonderful to know the activities, especially the slime-making and birthday surprise, made the day extra special.

We’ll be sure to pass your kind feedback along to Winnie and Mae. We truly appreciate your support and hope to welcome you both again next year!

Warm regards,
Guest Engagement Team",Hotel,0,5,,not spam,good,ChIJzd9lsXcZ2jERXheJEyUMnpM,https://maps.google.com/?cid=10636952723276765022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Tiong Bahru Plaza,"Tiong Bahru Plaza is a great mall in the heart of Tiong Bahru.
It houses FairPrice Finest, Don Don Donki, Daiso, a Kopitiam food court, movie theatre and many other shops.
With plenty of food and beverage options, and easy access via MRT and nearby bus stops, it’s a convenient place that can satisfy all your daily needs.",False,True,,Shopping mall,0,5,,not spam,good,ChIJe5qyMnkZ2jERYRN7QP_pCMQ,https://maps.google.com/?cid=14125797513755300705&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Tiong Bahru Plaza,"We visit this coffee shop at Tiong Bahru. I love the chicken rice stall. A new western stall just opened; the pork chop dish was good. The dishes are reasonably priced. A variety of food to choose from. Can be noisy at times. And while you there, visit the fruit stall for they sell good sweet fruits. Enjoy 😋!",False,True,,Shopping mall,0,5,,not spam,good,ChIJe5qyMnkZ2jERYRN7QP_pCMQ,https://maps.google.com/?cid=14125797513755300705&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Tiong Bahru Market,"This isa Local Singporean Maket that is worth to visit. Food stalls offer many good traditional dishes. We love the egg tart here, very delicous.",False,True,,Hawker center,0,5,,not spam,good,ChIJOU6y-HkZ2jERchOICIgjl0E,https://maps.google.com/?cid=4726285401114284914&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"restaurant, food, point_of_interest, establishment"
Tiong Bahru Market,"This is my gf’s favorite place to shop for groceries and to eat here.
Food: 5/5 - you want to look for the long lineups cuz it’s where the tastiest food is. We lined up for tofu sweet dessert but it was sold out in a few minutes. We also lined up for 20 minutes at the vegetarian place which the food was to die for. Check the photos for the vegetarian place, the best fresh specialty chicken and meat place.
Service: 4/5 - quick and easy. You need to pay for everything by cash.
Atmosphere: 5/5 - the hawker place was clean. There was a sink to wash your hands. Etiquette was you are responsible for clearing the table and to bring your dishes to the cleaning area.

I would love to come here again and try out the other food stalls with long lineups. Note not all food stalls are there daily.",False,True,,Hawker center,0,5,,not spam,good,ChIJOU6y-HkZ2jERchOICIgjl0E,https://maps.google.com/?cid=4726285401114284914&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"restaurant, food, point_of_interest, establishment"
Grand Copthorne Waterfront Hotel Singapore,"Beautiful hotel, concierge on arrival very  welcoming. Our room was on 29th floor where we met Nursha and Ashley who were happy to assist with information on attractions and transport. The room was spotless with robes, slippers and daily towel change. The view at night was spectacular and the breakfast buffet was exceptional. Would definitely return to this hotel",False,False,,Hotel,0,5,,not spam,good,ChIJJwg-FJ0Z2jERu90t4MN7JeA,https://maps.google.com/?cid=16151451719844093371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
Grand Copthorne Waterfront Hotel Singapore,"I am a Millenium member, so Alvin at the front desk checked us in early. He went above and beyond to make sure the room is to our liking. The view from our room is the beautiful river view and the Singapore skyscrapers. All the rooms have been refurbished in 2023 so the lightings , flooring, and room-control AI are par with the current technology of a 5-star hotel.....conserving energy without compromising the comfort of the guests.  Shout out to Bobby the Duty Manager, and the warm welcome Vincent at the lobby extended to every guests who arrive at the hotel. We truly enjoy our stay and thanks again to Alvin.",False,True,"Dear Sue,

Thank you so much for your wonderful review and for being a valued Millennium member!

We’re thrilled to hear that Alvin made your early check-in experience a smooth and memorable one. It’s also heartening to know that you appreciated the refurbished room features and the beautiful river and city views. We’re proud of the updates done in 2023, especially the energy-efficient technology that enhances guest comfort without compromise.

Your kind words for Bobby and Vincent have been shared with them as well – they’ll be delighted to know their efforts made a positive impact on your stay.

We truly appreciate your continued support, and we look forward to welcoming you back again soon.

Warm regards,
Herlin Leman 
Director of Rooms",Hotel,0,5,,not spam,good,ChIJJwg-FJ0Z2jERu90t4MN7JeA,https://maps.google.com/?cid=16151451719844093371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
JUMBO Seafood - Riverside Point,"Took my family out for lunch in JUMBO! For me, Jumbo is a foreigner-friendly chili crab place! Since some of my relatives are from the US and Philippines, this is definitely the best choice! I wasn’t able to take a photo of all our food, but everything was amazing!!! The beef broccoli dish we had is so perfect, it just melts in your mouth! Aside from the chili crab, we also loved the cereal prawn a lot!!!

PS: Giving the service and atmosphere only 4/5 since this place is really busy, they forgot to serve some dishes and rice. But we totally understood!  It was still a very good experience for us.",False,True,,Seafood restaurant,0,5,,not spam,good,ChIJ5T8-VXUZ2jERMpGzIj6L2ts,https://maps.google.com/?cid=15842127738215567666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"seafood_restaurant, restaurant, food, point_of_interest, establishment"
JUMBO Seafood - Riverside Point,"Booked a VIP room to celebrate belated Father’s Day. While we did not get the room with the larger windows, the ambience is still great. Food is good and we really like the top notch service here! Yvonne and team took great care of our needs. I asked for our dishes to not have any pepper and chilli except for our chilli crab. She checked every dish thoroughly with the chefs and explained to me which are those that cannot have pepper omitted. Throughout our meal, plates were regularly changed, tea was promptly topped up and tissues, gloves were replenished before we run out of them. Used gloves and tissues were all promptly removed. I also like it that aprons, gloves, crab crackers and picks are always part of the thoughtful table setup at Jumbo. The family enjoyed the dinner very much and we will be back again!",False,False,,Seafood restaurant,0,5,,not spam,good,ChIJ5T8-VXUZ2jERMpGzIj6L2ts,https://maps.google.com/?cid=15842127738215567666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"seafood_restaurant, restaurant, food, point_of_interest, establishment"
Hong Lim Market & Food Centre,"Hong Lim Market & Food Centre is a culinary treasure trove that lives up to its stellar reputation. Nestled in a bustling locale, this hawker centre is home to 4 or 5 Michelin-recommended stalls, each offering a unique insight into the richness of local flavors. The energy of the place is palpable—always packed with locals and food enthusiasts alike, eager to experience authentic, top-tier street eats.

One of the biggest draws is the variety of food on offer. Every stall has its own specialty, ranging from meticulously crafted noodles and savory seafood dishes to irresistible satays and innovative twists on traditional recipes. Each Michelin-recommended vendor brings passion and expertise to their craft, ensuring that every bite is a memorable adventure in taste. The quality is consistently high, often rivaling that of more upscale dining establishments, yet served in a refreshingly unpretentious atmosphere.",False,True,,Hawker center,0,5,,not spam,good,ChIJRwKzawsZ2jERKxpszLl54EU,https://maps.google.com/?cid=5035158222305761835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"tourist_attraction, market, restaurant, food, point_of_interest, establishment"
Hong Lim Market & Food Centre,"One of the best hawker centre around. Packed with about 100 stalls - many run by veteran hawkers with decades of experience. Some stalls are even Michelin-listed.

One can find a huge variety of local favourite dishes here - from smoky wok hei noodles & rich curry chicken bee hoon, to bak chor mee, Hokkien mee & even traditional desserts. Prices are fair & portions generous. Expect long queues at popular stalls, especially during the lunch rush (12 - 1:30 PM).

Seating can get a little tight & warm during peak hours, but the atmosphere is vibrant & authentically local. A must-visit for anyone wanting to experience real Singapore hawker culture.",False,True,,Hawker center,0,5,,not spam,good,ChIJRwKzawsZ2jERKxpszLl54EU,https://maps.google.com/?cid=5035158222305761835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"tourist_attraction, market, restaurant, food, point_of_interest, establishment"
"Four Points by Sheraton Singapore, Riverview","Very well managed hotel with superb breakfast. Location on River Walk is awesome. Full service restaurants inside and nice bar area. As an American visitor, when visiting a foreign location for the first time, the welcome was warm and considerate. Highly recommend and many families as guests too. The general manager introduced herself and offered many helpful hints.",False,False,,Hotel,0,5,,not spam,good,ChIJsQwdhJ0Z2jERKONZRyuGDOo,https://maps.google.com/?cid=16865002225034453800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
"Four Points by Sheraton Singapore, Riverview","Excellent Service and Thoughtful Hospitality from the Hotel.
I had a wonderful experience at the hotel. They truly understand the needs of long-stay guests and offered a very good rate, which was greatly appreciated. Additionally, they accommodated me comfortably and even provided an extra breakfast coupon for my wife who stayed with me. I especially want to extend my gratitude to Senior Duty Manager Ms. Sandi Aung for her excellent support and hospitality. Highly recommended!",False,False,,Hotel,0,5,,not spam,good,ChIJsQwdhJ0Z2jERKONZRyuGDOo,https://maps.google.com/?cid=16865002225034453800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
Holiday Inn Singapore Atrium by IHG,"Title: A Comfortable Stay with Excellent Service!

I recently stayed at Holiday Inn Singapore for 3 nights, and I had an overall fantastic experience. From the moment I arrived, the staff made me feel welcome and ensured that check-in was smooth and efficient. They were friendly and attentive, offering tips on local attractions and even helping with restaurant reservations.

The room was clean, spacious, and well-equipped with all the amenities I needed. The bed was incredibly comfortable, and I appreciated the little touches, like the complimentary toiletries and a well-stocked minibar.",False,True,"Dear professional way,

Thank you for sharing your wonderful experience with us.

We’re delighted to hear that our team made you feel welcome and that you enjoyed a comfortable stay. Your kind words inspire us to continue providing excellent service, and we look forward to welcoming you back soon!

Sincerely,
Mia
Hotel Manager",Hotel,0,5,,not spam,good,ChIJD61Z2XcZ2jERdnvmimcagTY,https://maps.google.com/?cid=3927449382058097526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, event_venue, lodging, point_of_interest, establishment"
Holiday Inn Singapore Atrium by IHG,The location is great and housekeeping team does excellent job . Special Thanks to Rosie who went extra mile and made sure our stay was comfortable throughout. The staff at restaurant is not very friendly and there were elements of discrimination were at play however their supervisor tried his best to correct all wrongdoings. The staff at restaurant requires soft skills training and tone down the pitch and arrogance they use while  speaking with guests.,False,False,,Hotel,0,5,,not spam,bad,ChIJD61Z2XcZ2jERdnvmimcagTY,https://maps.google.com/?cid=3927449382058097526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, event_venue, lodging, point_of_interest, establishment"
Maxwell MRT Station (TE18),"Perfect station for access of Chinatown. Just steps away from the temple! Nice, new and shiny",False,True,,Suburban train line,0,5,,not spam,good,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Maxwell MRT Station (TE18),Excellently located train station on the Thomson East Coast Line (brown colour). Right in the heart of the Central Business District. Well collected to many other stations on the line. Really clean and new a station with sufficient exits. Love that is just beside Maxwell Food Centre and the heart of Chinatown.,False,True,,Suburban train line,0,5,,not spam,good,ChIJn7pTY18Z2jERlh_8y2_V3xg,https://maps.google.com/?cid=1792385852857130902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
People's Park Complex,"People’s Park Complex, a bustling shopping hub in Singapore’s Chinatown! Here’s what I experienced:

✔ Rejuvenating 30-Min Massage – A much-needed break with a skilled masseuse who has 12 years of experience. Her strong hands worked wonders!

✔ Shopping at Scarlet Supermarket – Picked up groceries and toiletries at this well-stocked Chinese supermarket.

✔ Great Deal on Luggage – Found a good-quality 30-inch luggage for just S$100!

✔ Phone Repair Done Fast – Got my phone repaired in just 45 minutes for S$220.

✔ Convenient Money Changers & Dining Options – Plenty of currency exchange services and diverse food choices around!

📍 People’s Park Complex is a great spot for shopping, services, and delicious eats. Have you been here? Let me know in the comments!

#shiokinsg",False,True,,Shopping mall,0,5,,not spam,good,ChIJUbBZdnMZ2jERwGxmDy7DZg0,https://maps.google.com/?cid=965673772711832768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
People's Park Complex,"The People’s Park Complex is a fairly simple mall located in the Chinatown area right next to the street food and an outdoor food court. The mall has a dollar store, massage stores, currency exchange stores, some food stores, electronic stores, clothing stores, shoe stores, and more. I’d say the food court and food stalls outside are more exciting to visit especially for a quicker visit but still you got some nice places in the mall.",False,True,,Shopping mall,0,5,,not spam,good,ChIJUbBZdnMZ2jERwGxmDy7DZg0,https://maps.google.com/?cid=965673772711832768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
SGH Block 5,"Came for minor day surgery.

Admission was fairly stp as there were like 5 admin staff to like 3 patients. Admission staff explained registration to me clearly.

Scrub nurses and recovery nurses were professional and took time to explain matters to me.  Surgeon and Anesthetist were reassuring  and confident in what they had to do.  There were a lot of people in the OT about 8-10.  Was provided Milo and Biscuit when I woke up.

Want to thank Nurse Kim Ferdinand who was so chirpy, the best scrub nurse to trolley me into the OT, very reassuring to me, just made my day.  Nurse Wen Hua and recovery nurses.  Want to thank Dr Shanisse and Anesthetist.  Not sure if the consultants popped by during the surgery as under GA.

Overall, a good experience for a first timer to a surgery at SGH. My only minor comment would be it would be good if
there was  follow up feedback from the medic before discharge to the patient.",False,True,,Hospital department,0,5,,not spam,good,ChIJyxSm-m8Z2jER-vEzmg4tshM,https://maps.google.com/?cid=1419246373315015162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"health, point_of_interest, establishment"
SGH Block 5,"Under Singhealth, organized visitation procedure, scan qr code n take selfie. Helpful staff advised to add visitor for qr code method.",False,True,,Hospital department,0,5,,not spam,good,ChIJyxSm-m8Z2jER-vEzmg4tshM,https://maps.google.com/?cid=1419246373315015162&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"health, point_of_interest, establishment"
Tiong Bahru MRT Station (EW17),"Navigating through Tiong Bahru MRT Station (EW17) was a fairly straightforward experience. The signage was clear, making it easy to find my way around. As you can see in the image that I recently shared, the station name and number are prominently displayed.

There were a number of people around, suggesting it's a well-used station. The platforms seemed accessible, and the overall atmosphere felt efficient and typical of Singapore's MRT system.

Stepping onto the platform at Tiong Bahru MRT Station (EW17), I noticed the clear signage in multiple languages - English, Mandarin, and Tamil - which is really helpful for everyone navigating the system in Singapore. The platform was relatively busy, with people waiting for the next train on the East-West Line.

The overhead maps clearly show the train routes, making it easy to see which direction to go. The platform screen doors were in place, which is a standard safety feature on Singapore's MRT. It felt like a typical, efficient station on a well-connected public transport network.",False,True,,Railway services,0,5,,not spam,good,ChIJh5-QyX4Z2jER6AS12kg9wwM,https://maps.google.com/?cid=271127785688597736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Tiong Bahru MRT Station (EW17),Posb and Dbs Cash deposit Machines are available 24*7,False,True,,Railway services,0,5,,not spam,good,ChIJh5-QyX4Z2jER6AS12kg9wwM,https://maps.google.com/?cid=271127785688597736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
