title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label
Zhongshan Mall,Parking is very challenging as the mall has practically become a BYD showroom in recent times. Better off going to Shaw Plaza for your groceries.,False,True,,Shopping mall,0,1.0,not spam,bad,ChIJZdlKPGAX2jERZlOP1cN5tpE,https://maps.google.com/?cid=10499713463269413734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",negative_review,,,Parking is very challenging as the mall has practically become a BYD showroom in recent times. Better off going to Shaw Plaza for your groceries.,Not Spam,Negative,Not Sarcastic,0.36913536489009857,Relevant
PSA Brani Terminal,No parking place,False,True,,Port operating company,0,1.0,not spam,bad,ChIJyaOkt1oZ2jERVsKGBOIcIdE,https://maps.google.com/?cid=15069357585222517334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",negative_review,,,No parking place,Not Spam,Neutral,Not Sarcastic,0.2524471580982208,Not Relevant
The MeyeRise,"As tenant, not very accessible to the main road if without car",False,False,,Condominium complex,0,1.0,not spam,bad,ChIJeZ-V6mcY2jER2YLu-L4ETvk,https://maps.google.com/?cid=17964301181894165209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",negative_review,,,"As tenant, not very accessible to the main road if without car",Not Spam,Negative,Not Sarcastic,0.5381414890289307,Relevant
Thomson Plaza,"Itâs very interesting how Thomson Plaza was recently renovated a few years back but the mall wifi is horrible ! Only the ground floor nearest to the food court has wifi connection , the rest of the 2nd and higher level has no wifi connection!",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJC_JDKDAX2jERK0VIm3J7qZI,https://maps.google.com/?cid=10568113732763272491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",negative_review,,,"Itâs very interesting how Thomson Plaza was recently renovated a few years back but the mall wifi is horrible ! Only the ground floor nearest to the food court has wifi connection , the rest of the 2nd and higher level has no wifi connection!",Not Spam,Negative,Sarcastic,0.33644090592861176,Relevant
Fourth Avenue Residences,Came to visit a friend new home. Beautiful new development in District 10. Near many good primary school and mins to MRT and orchard.,False,True,,Condominium complex,0,5.0,not spam,good,ChIJsdsas2ER2jERStdWxVuqeWU,https://maps.google.com/?cid=7312062781142259530&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"condominium_complex, point_of_interest, establishment",positive_review,,,Came to visit a friend new home. Beautiful new development in District 10. Near many good primary school and mins to MRT and orchard.,Not Spam,Positive,Not Sarcastic,0.5705326994260153,Relevant
Aalto,Great location and nice views,False,True,,Condominium complex,0,5.0,not spam,good,ChIJNS9iTW8Y2jERzr2o5RJGpv8,https://maps.google.com/?cid=18421488372781989326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",positive_review,,,Great location and nice views,Not Spam,Positive,Sarcastic,0.6189025044441223,Relevant
ABC Brickworks Market & Food Centre,"A popular hawker centre since the 1970s, named after the old Archipelago Brewery Company and the brickworks factory that once stood in the area.

Itâs a big place with about 80 stalls serving all kinds of local favourites - from famous claypot rice & tasty roast meats to hearty Western meals & comforting herbal soups. Thereâs also a wet market & some old-school retail stalls nearby.

Unlike many heartland markets that quiet down in the evening, this one stays lively well into the night.",False,True,,Hawker center,0,5.0,not spam,good,ChIJKY77qdYb2jERgrqa1URSZIM,https://maps.google.com/?cid=9467782772234566274&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment",positive_review,,,"A popular hawker centre since the 1970s, named after the old Archipelago Brewery Company and the brickworks factory that once stood in the area.

Itâs a big place with about 80 stalls serving all kinds of local favourites - from famous claypot rice & tasty roast meats to hearty Western meals & comforting herbal soups. Thereâs also a wet market & some old-school retail stalls nearby.

Unlike many heartland markets that quiet down in the evening, this one stays lively well into the night.",Not Spam,Positive,Not Sarcastic,0.542318120598793,Relevant
Adam Food Centre,"Adam Food Centre is one of to go-to whenever Iâm craving local food. So many great stalls in one place â from nasi lemak and mee goreng to satay and prawn noodles. Everything is packed with flavour and reasonably priced. It gets busy, especially at night, but totally worth the wait. The vibe is lively, and thereâs plenty of seating. A proper makan spot for sure. Highly recommend if youâre in the area!",False,True,,Hawker center,0,5.0,not spam,good,ChIJv4Mk4QYa2jERlGncaOIvpW4,https://maps.google.com/?cid=7972831364797720980&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"restaurant, food, point_of_interest, establishment",positive_review,,,"Adam Food Centre is one of to go-to whenever Iâm craving local food. So many great stalls in one place â from nasi lemak and mee goreng to satay and prawn noodles. Everything is packed with flavour and reasonably priced. It gets busy, especially at night, but totally worth the wait. The vibe is lively, and thereâs plenty of seating. A proper makan spot for sure. Highly recommend if youâre in the area!",Not Spam,Positive,Not Sarcastic,0.489749904189791,Relevant
Adam Food Centre,"An absolute gem. âHeritageâ indeed, even with new tables and a fresh coat of paint, Adam is THE place to spend a perfect afternoon of eating ad drinking well.",False,True,,Hawker center,0,5.0,not spam,good,ChIJv4Mk4QYa2jERlGncaOIvpW4,https://maps.google.com/?cid=7972831364797720980&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"restaurant, food, point_of_interest, establishment",positive_review,,,"An absolute gem. âHeritageâ indeed, even with new tables and a fresh coat of paint, Adam is THE place to spend a perfect afternoon of eating ad drinking well.",Not Spam,Positive,Not Sarcastic,0.31863781809806824,Relevant
Adventure Cove Waterpark,"A fantastic waterpark in Sentosa where you can spend the entire day there. There are lots of slides and water activities for everyone, from the young to the old. Some rides do have a height and weight restriction. There are lockers where you can put your items away and they have different sizing options. The popular rides are the different slides, wave pool, river ride (where youâll experience random waves, splashes and underwater tanks) and snorkelling. There is a place for a feed when youâre famished and they do great satay which are cooked as you order. Lots of photo opportunities and you get to buy them on your way out. The rides will be suspended when there is a lightning warning but will reopen quickly once itâs lifted.",False,True,,Water park,0,5.0,not spam,good,ChIJS0Dhxf0b2jERAuG9YaPrYjA,https://maps.google.com/?cid=3486608148490215682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"water_park, tourist_attraction, amusement_park, amusement_center, point_of_interest, establishment",positive_review,,,"A fantastic waterpark in Sentosa where you can spend the entire day there. There are lots of slides and water activities for everyone, from the young to the old. Some rides do have a height and weight restriction. There are lockers where you can put your items away and they have different sizing options. The popular rides are the different slides, wave pool, river ride (where youâll experience random waves, splashes and underwater tanks) and snorkelling. There is a place for a feed when youâre famished and they do great satay which are cooked as you order. Lots of photo opportunities and you get to buy them on your way out. The rides will be suspended when there is a lightning warning but will reopen quickly once itâs lifted.",Not Spam,Positive,Not Sarcastic,0.47300631925463676,Relevant
Alexandra Hospital,"I was recently warded at Alexandra Hospital, Block 7, Level 2, Ward 10 for a prolonged fever, and I would like to express my heartfelt appreciation for the outstanding care I received.

Although it was a B2 subsidised ward, it didnât feel like one at all. We had a great level of privacy, and the environment felt more like a private ward, which was a pleasant surprise.

The staff nurses and doctors on duty throughout the night, morning, and afternoon shifts on the 5th and 6th of April were exceptional. They were caring, professional, sweet, and friendly. The service was fast, efficient, and top notch. I was genuinely impressed by how attentive and responsive everyone was.

Even the food exceeded my expectations especially the Indian meals, which were delicious and comforting.

It was truly a comfortable and reassuring hospital stay. The team attended to my needs quickly and thoroughly, unlike what Iâve experienced in some other well-known hospitals. The doctors and nurses here were clearly experienced and didnât just brush things off they listened and acted with genuine care.

I am amazed and incredibly thankful for everything. I sincerely hope that these high standards of care remain unchanged, even in subsidised wards.",False,True,,Hospital,0,5.0,not spam,good,ChIJ9WfzGcsb2jERc4z1myluJY8,https://maps.google.com/?cid=10314771646551264371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"hospital, health, point_of_interest, establishment",positive_review,,,"I was recently warded at Alexandra Hospital, Block 7, Level 2, Ward 10 for a prolonged fever, and I would like to express my heartfelt appreciation for the outstanding care I received.

Although it was a B2 subsidised ward, it didnât feel like one at all. We had a great level of privacy, and the environment felt more like a private ward, which was a pleasant surprise.

The staff nurses and doctors on duty throughout the night, morning, and afternoon shifts on the 5th and 6th of April were exceptional. They were caring, professional, sweet, and friendly. The service was fast, efficient, and top notch. I was genuinely impressed by how attentive and responsive everyone was.

Even the food exceeded my expectations especially the Indian meals, which were delicious and comforting.

It was truly a comfortable and reassuring hospital stay. The team attended to my needs quickly and thoroughly, unlike what Iâve experienced in some other well-known hospitals. The doctors and nurses here were clearly experienced and didnât just brush things off they listened and acted with genuine care.

I am amazed and incredibly thankful for everything. I sincerely hope that these high standards of care remain unchanged, even in subsidised wards.",Not Spam,Positive,Not Sarcastic,0.3802867142053751,Relevant
Alexandra Hospital,"I was warded into this hospital on Sep 2024 to Ward 3. It had been one of the best stay here as the nurses and doctors are all very caring and attentive to me. I do miss Ward 3  the nurses there should still remember me, Bed 18.i wish to thank  the staffs of AH for the awesome hospitality during my recovery journey here.",False,False,,Hospital,0,5.0,not spam,good,ChIJ9WfzGcsb2jERc4z1myluJY8,https://maps.google.com/?cid=10314771646551264371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"hospital, health, point_of_interest, establishment",positive_review,,,"I was warded into this hospital on Sep 2024 to Ward 3. It had been one of the best stay here as the nurses and doctors are all very caring and attentive to me. I do miss Ward 3  the nurses there should still remember me, Bed 18.i wish to thank  the staffs of AH for the awesome hospitality during my recovery journey here.",Not Spam,Positive,Not Sarcastic,0.38824064532915753,Relevant
Aljunied,"Bustling MRT station in one of the most interesting district of Singapore, Geylang. The station is very spacious with car parks, bike park, surrounding with shop houses and restaurants.

We stayed in Geylang on our last visit and it is very convenience to as the Station is just a few hundred meters from our hotel, and itâs the same line back-and-forth to the Changi Airport. Love the place, and whenever we alight from the MRT, the station makes us feels like home.",False,True,,Subway station,0,5.0,not spam,good,ChIJO7BsLzsY2jER-OVKkQKKm64,https://maps.google.com/?cid=12581801727621785080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"subway_station, transit_station, point_of_interest, establishment",positive_review,,,"Bustling MRT station in one of the most interesting district of Singapore, Geylang. The station is very spacious with car parks, bike park, surrounding with shop houses and restaurants.

We stayed in Geylang on our last visit and it is very convenience to as the Station is just a few hundred meters from our hotel, and itâs the same line back-and-forth to the Changi Airport. Love the place, and whenever we alight from the MRT, the station makes us feels like home.",Not Spam,Positive,Not Sarcastic,0.5761661529541016,Relevant
Aljunied MRT Station (EW9),"The place is clean, and the staff is very helpful. There are a couple of good restaurants just outside the metro station, and you can easily recharge your metro EZ-Link card at one of the counters.",False,True,,Railway services,0,5.0,not spam,good,ChIJ_SPrMTsY2jER_LeXO03QXgs,https://maps.google.com/?cid=819321212358866940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",positive_review,,,"The place is clean, and the staff is very helpful. There are a couple of good restaurants just outside the metro station, and you can easily recharge your metro EZ-Link card at one of the counters.",Not Spam,Positive,Not Sarcastic,0.42606718838214874,Relevant
Aloft Singapore Novena,"The hotel staff demonstrated professionalism and dedication throughout our function. From the initial planning to the actual event, they were always ready to support whenever called upon. Their attentiveness in managing the set-up, guest needs, and last-minute adjustments ensured that the event was conducted smoothly and without disruption. Their commitment to service excellence left a strong impression on both our organizing team and our guests.",False,False,,Hotel,0,5.0,not spam,good,ChIJo2AF9qcX2jERwGRcILnKveo,https://maps.google.com/?cid=16914898671934137536&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, lodging, event_venue, point_of_interest, establishment",positive_review,,,"The hotel staff demonstrated professionalism and dedication throughout our function. From the initial planning to the actual event, they were always ready to support whenever called upon. Their attentiveness in managing the set-up, guest needs, and last-minute adjustments ensured that the event was conducted smoothly and without disruption. Their commitment to service excellence left a strong impression on both our organizing team and our guests.",Not Spam,Positive,Not Sarcastic,0.35037437826395035,Relevant
Aperia Mall,Revisit Aperia Mall today and the vibes totally diff. Now have many foods&cafe/leisure/activities(National Day)/Thai super market/share workplace(the workshop)/clinic/lifestyle shops. Good job CapitalLand!,False,True,,Shopping mall,0,5.0,not spam,good,ChIJFx0yu8sZ2jERgoVtEwS7Igs,https://maps.google.com/?cid=802409309805577602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",positive_review,,,Revisit Aperia Mall today and the vibes totally diff. Now have many foods&cafe/leisure/activities(National Day)/Thai super market/share workplace(the workshop)/clinic/lifestyle shops. Good job CapitalLand!,Spam,Positive,Not Sarcastic,0.24943092092871666,Not Relevant
Apple Orchard Road,"One of my favorite Apple Stores ever!

The store has a gorgeous two-floor design.

The staff are very nice, kind, and helpful.

âToday at Appleâ sessions are held on the second floor.

The space is bright, spacious, and beautifully lit, creating a very welcoming atmosphere.

Definitely will be back again if I have a chance.",False,True,,Electronics store,0,5.0,not spam,good,ChIJB0Zz1ZMZ2jERimYnkTZmS-k,https://maps.google.com/?cid=16810642418640053898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"electronics_store, store, point_of_interest, establishment",positive_review,,,"One of my favorite Apple Stores ever!

The store has a gorgeous two-floor design.

The staff are very nice, kind, and helpful.

âToday at Appleâ sessions are held on the second floor.

The space is bright, spacious, and beautifully lit, creating a very welcoming atmosphere.

Definitely will be back again if I have a chance.",Not Spam,Positive,Not Sarcastic,0.35610947012901306,Relevant
Apple Orchard Road,"I had an issue with my iPhone 16 Pro Max showing colored lines on the screen, and I was honestly expecting the worst. But the service at Apple was amazing, smooth, efficient, and professional.

The staff who assisted me (he was wearing a cap, i didnât catch his name!) was friendly, patient, and reassuring. He explained everything clearly and made the process stress-free. What I thought would be a costly repair turned out to be a warranty-covered fix.

Definitely recommending this Apple service center. Big thank you to the team especially the kind staff wearing the cap and the young lady who both served me between 5.30pm - 7pm on 24 June. ððð",False,True,,Electronics store,0,5.0,not spam,good,ChIJB0Zz1ZMZ2jERimYnkTZmS-k,https://maps.google.com/?cid=16810642418640053898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"electronics_store, store, point_of_interest, establishment",positive_review,,,"I had an issue with my iPhone 16 Pro Max showing colored lines on the screen, and I was honestly expecting the worst. But the service at Apple was amazing, smooth, efficient, and professional.

The staff who assisted me (he was wearing a cap, i didnât catch his name!) was friendly, patient, and reassuring. He explained everything clearly and made the process stress-free. What I thought would be a costly repair turned out to be a warranty-covered fix.

Definitely recommending this Apple service center. Big thank you to the team especially the kind staff wearing the cap and the young lady who both served me between 5.30pm - 7pm on 24 June. ððð",Not Spam,Positive,Not Sarcastic,0.3184157870709896,Relevant
Arc at Tampines Condominium,"Great Condo, transportation is a breeze. Well connected. Nearby amenities U-Star , Prime Supermarket, Tampines West Central Market, etc. Very clean condo and well maintain condo. Very Windy and good airflow.",False,False,,Condominium complex,0,5.0,not spam,good,ChIJO7A2amk92jER-5k3F3qJ7sM,https://maps.google.com/?cid=14118373039321618939&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, real_estate_agency, point_of_interest, establishment",positive_review,,,"Great Condo, transportation is a breeze. Well connected. Nearby amenities U-Star , Prime Supermarket, Tampines West Central Market, etc. Very clean condo and well maintain condo. Very Windy and good airflow.",Not Spam,Positive,Not Sarcastic,0.5756597518920898,Relevant
Archipelago,"Bedok Reservoir is a bit understated compared to some other areas in the East, but it does offer plenty.
Archipelago in particular is a really nice development to live in (been here for 6.5yrs & counting). The condo has direct access to the Reservoir through its private back gate, though going from the main gate is just 5 mins walk. Literally nature at your doorstep.

There's a lot of facilities within the condo: a few swimming pools (yes, a few of them), jacuzzi, gym, clubhouse, bbq pit, to name a few. The condo is very green, strolling around is almost like walking in a park (plus you get to hear the birds occassionally from the reservoir).

There are 24/7 Sheng Shiong & Fair Price just next door, a Guardian, McDonald's, 7-11 and a number of convenience stores, bakeries, barber & hair saloons, etc. The popular Refuel cafe, Reiwa Soba, Scoop are just a few hipster names around the corner.
It's a 20-30min drive from the city, and it's not far from the PIE exit. Changi Airport & Jewel are just a short 15-min drive.
The Bedok North Downtown line station is just a 10-min walk.
For car owners, majority of the car workshops can be found in Ubi.
With Red Swastika & many other good schools around, Bedok Reservoir really has a lot to offer.",False,True,,Condominium complex,0,5.0,not spam,good,ChIJg2bngFk92jERgUyLtkvBQ74,https://maps.google.com/?cid=13710014221575212161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"condominium_complex, point_of_interest, establishment",positive_review,,,"Bedok Reservoir is a bit understated compared to some other areas in the East, but it does offer plenty.
Archipelago in particular is a really nice development to live in (been here for 6.5yrs & counting). The condo has direct access to the Reservoir through its private back gate, though going from the main gate is just 5 mins walk. Literally nature at your doorstep.

There's a lot of facilities within the condo: a few swimming pools (yes, a few of them), jacuzzi, gym, clubhouse, bbq pit, to name a few. The condo is very green, strolling around is almost like walking in a park (plus you get to hear the birds occassionally from the reservoir).

There are 24/7 Sheng Shiong & Fair Price just next door, a Guardian, McDonald's, 7-11 and a number of convenience stores, bakeries, barber & hair saloons, etc. The popular Refuel cafe, Reiwa Soba, Scoop are just a few hipster names around the corner.
It's a 20-30min drive from the city, and it's not far from the PIE exit. Changi Airport & Jewel are just a short 15-min drive.
The Bedok North Downtown line station is just a 10-min walk.
For car owners, majority of the car workshops can be found in Ubi.
With Red Swastika & many other good schools around, Bedok Reservoir really has a lot to offer.",Not Spam,Positive,Not Sarcastic,0.6491898943980535,Relevant
Archipelago,"Archipelago is a well-rounded condominium that offers a great blend of convenience, lifestyle, and natural surroundings.

Firstly, it enjoys a convenient location within walking distance to Bedok North MRT station. Secondly, itâs just a stoneâs throw from major supermarkets like Sheng Siong and 24/7 NTUC FairPrice, providing residents with round-the-clock grocery access. The area is also rich in food options, ranging from fast food and hawker fare to trendy lifestyle cafÃ©s. Thirdly, the development is uniquely positioned right next to Bedok Reservoir Park, offering residents direct access to nature and recreational spaces.

While the condo faced some initial workmanship issues during its early years, the Management Committee has since done a commendable job. Today, the estate is in excellent condition, with well-maintained facilities and a strong overall upkeep that residents can be proud of.",False,False,,Condominium complex,0,5.0,not spam,good,ChIJg2bngFk92jERgUyLtkvBQ74,https://maps.google.com/?cid=13710014221575212161&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"condominium_complex, point_of_interest, establishment",positive_review,,,"Archipelago is a well-rounded condominium that offers a great blend of convenience, lifestyle, and natural surroundings.

Firstly, it enjoys a convenient location within walking distance to Bedok North MRT station. Secondly, itâs just a stoneâs throw from major supermarkets like Sheng Siong and 24/7 NTUC FairPrice, providing residents with round-the-clock grocery access. The area is also rich in food options, ranging from fast food and hawker fare to trendy lifestyle cafÃ©s. Thirdly, the development is uniquely positioned right next to Bedok Reservoir Park, offering residents direct access to nature and recreational spaces.

While the condo faced some initial workmanship issues during its early years, the Management Committee has since done a commendable job. Today, the estate is in excellent condition, with well-maintained facilities and a strong overall upkeep that residents can be proud of.",Not Spam,Positive,Not Sarcastic,0.7036904522350856,Relevant
ARFC East Coast Park,"Cafe Football has always been my regular hangout spot, it truly feels like home. I used to visit the Woodleigh outlet often and even now I donât mind travelling all the way to the East coast park branch just to enjoy the same great vibes.

The location at East Coast is just beautiful, right by the beach, itâs super chill and relaxing. My friends especially enjoy the live band nights. We heard that Thursdays feature a Chinese band while Fridays are for English tunes, such a great way to wind down the week.

One thing I really appreciate is how reasonably priced their food is. Even their kids meal are great value, at just $10 for children below 12, their portions are surprisingly generous, especially the kids pizza!

What makes this place even more special is the people. Iâve been a regular since the Woodleigh days and still see many familiar faces among the staff. It really says a lot about how well the team is treated. In the F&B line where turnover can be high, this kind of staff loyalty is rare and heartwarming.

Thanks Cafe Football for being my feel good spot all these years ð",False,True,,Restaurant,0,5.0,not spam,good,ChIJI4QYQEsZ2jERq8jceszoUh8,https://maps.google.com/?cid=2257122328198301867&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"restaurant, point_of_interest, food, establishment",positive_review,,,"Cafe Football has always been my regular hangout spot, it truly feels like home. I used to visit the Woodleigh outlet often and even now I donât mind travelling all the way to the East coast park branch just to enjoy the same great vibes.

The location at East Coast is just beautiful, right by the beach, itâs super chill and relaxing. My friends especially enjoy the live band nights. We heard that Thursdays feature a Chinese band while Fridays are for English tunes, such a great way to wind down the week.

One thing I really appreciate is how reasonably priced their food is. Even their kids meal are great value, at just $10 for children below 12, their portions are surprisingly generous, especially the kids pizza!

What makes this place even more special is the people. Iâve been a regular since the Woodleigh days and still see many familiar faces among the staff. It really says a lot about how well the team is treated. In the F&B line where turnover can be high, this kind of staff loyalty is rare and heartwarming.

Thanks Cafe Football for being my feel good spot all these years ð",Not Spam,Positive,Not Sarcastic,0.3683606783548991,Relevant
ARFC East Coast Park,"Nice atmosphere with a football theme.
Food portions are generous
Reasonable price and dog friendly ( seat outside)",False,True,,Restaurant,0,5.0,not spam,good,ChIJI4QYQEsZ2jERq8jceszoUh8,https://maps.google.com/?cid=2257122328198301867&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"restaurant, point_of_interest, food, establishment",positive_review,,,"Nice atmosphere with a football theme.
Food portions are generous
Reasonable price and dog friendly ( seat outside)",Not Spam,Positive,Not Sarcastic,0.35808229446411133,Relevant
ArtScience Museum,"The ArtScience Museum gave me one of the most inspiring experiences during my trip. I got to see a beautiful blend of science, technology, and art in a way that felt both futuristic and deeply creative.

One of the most impressive exhibitions was about fashion and sustainability. They showcased recycled materials turned into actual wearable high-fashion pieces. It wasnât just for show. These were real outfits worn by celebrities, and every single piece looked stunning. The craftsmanship and design were on another level.

What amazed me the most was learning how each piece was made. The process was detailed, thoughtful, and innovative. It made me appreciate how art and science can work together to change the way we think about fashion and the environment.

Every room in the museum had something to admire. If you love creativity with a purpose, this is a place you absolutely should not miss.",False,True,,Museum,0,5.0,not spam,good,ChIJnWdQKQQZ2jERScXuKeFHyIE,https://maps.google.com/?cid=9351803658631562569&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"museum, tourist_attraction, point_of_interest, establishment",positive_review,,,"The ArtScience Museum gave me one of the most inspiring experiences during my trip. I got to see a beautiful blend of science, technology, and art in a way that felt both futuristic and deeply creative.

One of the most impressive exhibitions was about fashion and sustainability. They showcased recycled materials turned into actual wearable high-fashion pieces. It wasnât just for show. These were real outfits worn by celebrities, and every single piece looked stunning. The craftsmanship and design were on another level.

What amazed me the most was learning how each piece was made. The process was detailed, thoughtful, and innovative. It made me appreciate how art and science can work together to change the way we think about fashion and the environment.

Every room in the museum had something to admire. If you love creativity with a purpose, this is a place you absolutely should not miss.",Not Spam,Positive,Not Sarcastic,0.3288082604606946,Relevant
ArtScience Museum,"While planning my trip to Singapore, I heard about the Iris van Herpen exhibition. As I admire this designer, I booked my tickets in advance.
The architecture is  beautiful, from the outside and the inside. A lot of photos spots everywhere.
I didn't have to queue because I bought my ticket inadvance. Even for a weekday, there were a lot of people. The atmosphere inside the museum is incredible. The staff was nice. The exhibition was one of the highlights of my discovery of Singapore. The installations were so beautiful, putting forward the work of the designer. It was scenic.",False,True,,Museum,0,5.0,not spam,good,ChIJnWdQKQQZ2jERScXuKeFHyIE,https://maps.google.com/?cid=9351803658631562569&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"museum, tourist_attraction, point_of_interest, establishment",positive_review,,,"While planning my trip to Singapore, I heard about the Iris van Herpen exhibition. As I admire this designer, I booked my tickets in advance.
The architecture is  beautiful, from the outside and the inside. A lot of photos spots everywhere.
I didn't have to queue because I bought my ticket inadvance. Even for a weekday, there were a lot of people. The atmosphere inside the museum is incredible. The staff was nice. The exhibition was one of the highlights of my discovery of Singapore. The installations were so beautiful, putting forward the work of the designer. It was scenic.",Not Spam,Positive,Not Sarcastic,0.3213000382212075,Relevant
Atlas Coffeehouse,"Great food. It was packed. The seating and ambience are OK. But the food and service were topnotch.

Silky smooth chocolate mousse cake,  mushroom confit with poached eggs was good. Nice coffee. A good experience overall.",False,True,,Cafe,0,5.0,not spam,good,ChIJV7Z0bwYa2jER98QDzqfnkgE,https://maps.google.com/?cid=113407648539591927&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, brunch_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment",positive_review,,,"Great food. It was packed. The seating and ambience are OK. But the food and service were topnotch.

Silky smooth chocolate mousse cake,  mushroom confit with poached eggs was good. Nice coffee. A good experience overall.",Not Spam,Positive,Not Sarcastic,0.39347886613437105,Relevant
